dataset,model,search_method,iteration,mean_test_score,std_test_score,rank_test_score,params,model__max_features,model__max_samples,model__n_estimators
wdbc,RandomForest,RandomSearch,74,0.9904659622858152,0.009836586171826884,89,"{'model__max_features': 0.8706918626902832, 'model__max_samples': 0.702254063561095, 'model__n_estimators': 260}",0.8706918626902832,0.702254063561095,260.0
wdbc,RandomForest,RandomSearch,75,0.9915178208208865,0.008023695559257573,55,"{'model__max_features': 0.677828481538859, 'model__max_samples': 0.5420699824975244, 'model__n_estimators': 299}",0.677828481538859,0.5420699824975244,299.0
wdbc,RandomForest,RandomSearch,76,0.988872181004534,0.0128460363048906,109,"{'model__max_features': 0.8068065860025492, 'model__max_samples': 0.8344941273571143, 'model__n_estimators': 211}",0.8068065860025492,0.8344941273571143,211.0
wdbc,RandomForest,RandomSearch,77,0.9899280487547679,0.012037041131805922,95,"{'model__max_features': 0.1913243885794289, 'model__max_samples': 0.8317508845540279, 'model__n_estimators': 192}",0.1913243885794289,0.8317508845540279,192.0
wdbc,RandomForest,RandomSearch,78,0.9924338655420779,0.007693705266279754,25,"{'model__max_features': 0.3555288772637192, 'model__max_samples': 0.6526819301721967, 'model__n_estimators': 293}",0.3555288772637192,0.6526819301721967,293.0
wdbc,RandomForest,RandomSearch,79,0.9912712691221287,0.008452014070436765,69,"{'model__max_features': 0.7227056779234239, 'model__max_samples': 0.8259806297513003, 'model__n_estimators': 268}",0.7227056779234239,0.8259806297513003,268.0
wdbc,RandomForest,RandomSearch,80,0.9925195167522427,0.006946332373778835,23,"{'model__max_features': 0.2583327274096109, 'model__max_samples': 0.5090376818077604, 'model__n_estimators': 241}",0.2583327274096109,0.5090376818077604,241.0
wdbc,RandomForest,RandomSearch,81,0.9917986693753885,0.007958718138911542,45,"{'model__max_features': 0.39285972834334093, 'model__max_samples': 0.8732457025590121, 'model__n_estimators': 227}",0.39285972834334093,0.8732457025590121,227.0
wdbc,RandomForest,RandomSearch,82,0.9914417521051118,0.008245573774834144,58,"{'model__max_features': 0.769753470750906, 'model__max_samples': 0.8604699621260646, 'model__n_estimators': 227}",0.769753470750906,0.8604699621260646,227.0
wdbc,RandomForest,RandomSearch,83,0.9913313865335924,0.009230922722197908,65,"{'model__max_features': 0.6114777430019245, 'model__max_samples': 0.5468373839140462, 'model__n_estimators': 214}",0.6114777430019245,0.5468373839140462,214.0
wdbc,RandomForest,RandomSearch,84,0.9903874993229177,0.0097083514897766,91,"{'model__max_features': 0.6726993563673058, 'model__max_samples': 0.6252309093027921, 'model__n_estimators': 257}",0.6726993563673058,0.6252309093027921,257.0
wdbc,RandomForest,RandomSearch,85,0.9886550867632993,0.01249596647747237,112,"{'model__max_features': 0.975709499277201, 'model__max_samples': 0.6965488623333802, 'model__n_estimators': 281}",0.975709499277201,0.6965488623333802,281.0
wdbc,RandomForest,RandomSearch,86,0.9879321168523427,0.012390316729403043,117,"{'model__max_features': 0.9154889089466987, 'model__max_samples': 0.7171971827552144, 'model__n_estimators': 120}",0.9154889089466987,0.7171971827552144,120.0
wdbc,RandomForest,RandomSearch,87,0.9922336653418778,0.007488219894446512,34,"{'model__max_features': 0.5523733837946729, 'model__max_samples': 0.7884519423131795, 'model__n_estimators': 291}",0.5523733837946729,0.7884519423131795,291.0
wdbc,RandomForest,RandomSearch,88,0.990439373196726,0.009912808020585756,90,"{'model__max_features': 0.8777508085647128, 'model__max_samples': 0.6150926341207776, 'model__n_estimators': 147}",0.8777508085647128,0.6150926341207776,147.0
wdbc,RandomForest,RandomSearch,89,0.9917375463698994,0.008664095089847824,47,"{'model__max_features': 0.35269512619677024, 'model__max_samples': 0.5121579832157269, 'model__n_estimators': 148}",0.35269512619677024,0.5121579832157269,148.0
wdbc,RandomForest,RandomSearch,90,0.9940638064535123,0.0067642919768613795,4,"{'model__max_features': 0.13924339457899038, 'model__max_samples': 0.9972752553986706, 'model__n_estimators': 257}",0.13924339457899038,0.9972752553986706,257.0
wdbc,RandomForest,RandomSearch,91,0.9880572300241418,0.0125623973864125,116,"{'model__max_features': 0.9585357193023286, 'model__max_samples': 0.9574321951102243, 'model__n_estimators': 198}",0.9585357193023286,0.9574321951102243,198.0
wdbc,RandomForest,RandomSearch,92,0.9918032370605901,0.008062496728686242,44,"{'model__max_features': 0.7729468965076726, 'model__max_samples': 0.9765359235119766, 'model__n_estimators': 192}",0.7729468965076726,0.9765359235119766,192.0
wdbc,RandomForest,RandomSearch,93,0.9924130358888956,0.007891713965936268,26,"{'model__max_features': 0.4853657334855829, 'model__max_samples': 0.9833274095218347, 'model__n_estimators': 198}",0.4853657334855829,0.9833274095218347,198.0
wdbc,RandomForest,RandomSearch,94,0.9906337523113311,0.008953262804431907,85,"{'model__max_features': 0.9822984253444411, 'model__max_samples': 0.5376731280030641, 'model__n_estimators': 259}",0.9822984253444411,0.5376731280030641,259.0
wdbc,RandomForest,RandomSearch,95,0.9892526777660995,0.01031536482891736,102,"{'model__max_features': 0.8660230043651712, 'model__max_samples': 0.6584610025781388, 'model__n_estimators': 227}",0.8660230043651712,0.6584610025781388,227.0
wdbc,RandomForest,RandomSearch,96,0.9895572042630867,0.012148264124429188,99,"{'model__max_features': 0.4354181803846444, 'model__max_samples': 0.6973457334047362, 'model__n_estimators': 153}",0.4354181803846444,0.6973457334047362,153.0
wdbc,RandomForest,RandomSearch,97,0.9892280370077595,0.011428259547876256,103,"{'model__max_features': 0.7264268170074757, 'model__max_samples': 0.7850305850446825, 'model__n_estimators': 123}",0.7264268170074757,0.7850305850446825,123.0
wdbc,RandomForest,RandomSearch,98,0.9922039481246607,0.009095055139260974,36,"{'model__max_features': 0.2880268458538242, 'model__max_samples': 0.8355717584120252, 'model__n_estimators': 250}",0.2880268458538242,0.8355717584120252,250.0
wdbc,RandomForest,RandomSearch,99,0.9921773590355716,0.00894656083179395,37,"{'model__max_features': 0.22607561371287163, 'model__max_samples': 0.7591648261818684, 'model__n_estimators': 229}",0.22607561371287163,0.7591648261818684,229.0
wdbc,RandomForest,RandomSearch,100,0.9915014972032165,0.007954756796686661,56,"{'model__max_features': 0.39029568781474044, 'model__max_samples': 0.9243348974623372, 'model__n_estimators': 236}",0.39029568781474044,0.9243348974623372,236.0
wdbc,RandomForest,RandomSearch,101,0.990675473267385,0.008727930653347166,84,"{'model__max_features': 0.7322356755883983, 'model__max_samples': 0.6797455756098776, 'model__n_estimators': 269}",0.7322356755883983,0.6797455756098776,269.0
wdbc,RandomForest,RandomSearch,102,0.9888643606842138,0.012451365934918253,110,"{'model__max_features': 0.8284250399306623, 'model__max_samples': 0.9050566973395904, 'model__n_estimators': 252}",0.8284250399306623,0.9050566973395904,252.0
wdbc,RandomForest,RandomSearch,103,0.991884159277055,0.007715022919673005,43,"{'model__max_features': 0.6503623397791125, 'model__max_samples': 0.5407970902001202, 'model__n_estimators': 234}",0.6503623397791125,0.5407970902001202,234.0
wdbc,RandomForest,RandomSearch,104,0.9913758384562341,0.008149750785016575,64,"{'model__max_features': 0.5513646652184797, 'model__max_samples': 0.8991475894833876, 'model__n_estimators': 164}",0.5513646652184797,0.8991475894833876,164.0
wdbc,RandomForest,RandomSearch,105,0.9941082583761542,0.005662982339108821,3,"{'model__max_features': 0.16384682529993488, 'model__max_samples': 0.6983919136069442, 'model__n_estimators': 241}",0.16384682529993488,0.6983919136069442,241.0
wdbc,RandomForest,RandomSearch,106,0.987320070982944,0.01354854807108163,122,"{'model__max_features': 0.9010048076358097, 'model__max_samples': 0.6689975784257679, 'model__n_estimators': 191}",0.9010048076358097,0.6689975784257679,191.0
wdbc,RandomForest,RandomSearch,107,0.9913246334569864,0.00899495952847873,66,"{'model__max_features': 0.6209784059568029, 'model__max_samples': 0.7192370615090435, 'model__n_estimators': 290}",0.6209784059568029,0.7192370615090435,290.0
wdbc,RandomForest,RandomSearch,108,0.9932349770065493,0.006742970343787409,9,"{'model__max_features': 0.13234804641706788, 'model__max_samples': 0.7327990090662301, 'model__n_estimators': 162}",0.13234804641706788,0.7327990090662301,162.0
wdbc,RandomForest,RandomSearch,109,0.9890285138079256,0.011832181081114144,105,"{'model__max_features': 0.9836567994794779, 'model__max_samples': 0.9194667510346817, 'model__n_estimators': 157}",0.9836567994794779,0.9194667510346817,157.0
wdbc,RandomForest,RandomSearch,110,0.9946233690750883,0.005500759546213433,1,"{'model__max_features': 0.1274502249451445, 'model__max_samples': 0.5186740943746072, 'model__n_estimators': 169}",0.1274502249451445,0.5186740943746072,169.0
wdbc,RandomForest,RandomSearch,111,0.989807615821835,0.011361656070092551,97,"{'model__max_features': 0.3729389632059006, 'model__max_samples': 0.7685412135983277, 'model__n_estimators': 200}",0.3729389632059006,0.7685412135983277,200.0
wdbc,RandomForest,RandomSearch,112,0.9919580794029322,0.009046008000369523,41,"{'model__max_features': 0.5700189340493239, 'model__max_samples': 0.8849967765493054, 'model__n_estimators': 207}",0.5700189340493239,0.8849967765493054,207.0
wdbc,RandomForest,RandomSearch,113,0.9912345758701185,0.008502343842720125,71,"{'model__max_features': 0.6606014282371002, 'model__max_samples': 0.542673732496884, 'model__n_estimators': 208}",0.6606014282371002,0.542673732496884,208.0
wdbc,RandomForest,RandomSearch,114,0.9932360442502635,0.006659261680945033,8,"{'model__max_features': 0.27494203059538574, 'model__max_samples': 0.7056769525283393, 'model__n_estimators': 198}",0.27494203059538574,0.7056769525283393,198.0
wdbc,RandomForest,RandomSearch,115,0.9891969110583135,0.01204062762122668,104,"{'model__max_features': 0.6736869113483859, 'model__max_samples': 0.8630456668613308, 'model__n_estimators': 112}",0.6736869113483859,0.8630456668613308,112.0
wdbc,RandomForest,RandomSearch,116,0.9898678825884708,0.009133429814499203,96,"{'model__max_features': 0.972583180402743, 'model__max_samples': 0.857297552089976, 'model__n_estimators': 246}",0.972583180402743,0.857297552089976,246.0
wdbc,RandomForest,RandomSearch,117,0.9889242919389979,0.012278161463848402,107,"{'model__max_features': 0.8156675752918333, 'model__max_samples': 0.6354161256310371, 'model__n_estimators': 191}",0.8156675752918333,0.6354161256310371,191.0
wdbc,RandomForest,RandomSearch,118,0.9910409674380262,0.009085320247948022,76,"{'model__max_features': 0.7696383786992038, 'model__max_samples': 0.6254302636733307, 'model__n_estimators': 216}",0.7696383786992038,0.6254302636733307,216.0
wdbc,RandomForest,RandomSearch,119,0.9923919464760186,0.008049482296162723,28,"{'model__max_features': 0.1727856699554779, 'model__max_samples': 0.7141572374700539, 'model__n_estimators': 239}",0.1727856699554779,0.7141572374700539,239.0
wdbc,RandomForest,RandomSearch,120,0.9909732158629219,0.009982565951542727,77,"{'model__max_features': 0.46805764997284294, 'model__max_samples': 0.5866471600354228, 'model__n_estimators': 100}",0.46805764997284294,0.5866471600354228,100.0
wdbc,RandomForest,RandomSearch,121,0.9914036441442097,0.009035686423698865,60,"{'model__max_features': 0.498117006757994, 'model__max_samples': 0.6198936795787016, 'model__n_estimators': 217}",0.498117006757994,0.6198936795787016,217.0
wdbc,RandomForest,RandomSearch,122,0.991101096802816,0.008359986128743814,74,"{'model__max_features': 0.7431363304300561, 'model__max_samples': 0.8300986883588657, 'model__n_estimators': 216}",0.7431363304300561,0.8300986883588657,216.0
wdbc,RandomForest,RandomSearch,123,0.991051046752766,0.008437295984835454,75,"{'model__max_features': 0.6744435344590154, 'model__max_samples': 0.7583481287132834, 'model__n_estimators': 291}",0.6744435344590154,0.7583481287132834,291.0
wdbc,RandomForest,RandomSearch,124,0.9922056983454042,0.007596451251330639,35,"{'model__max_features': 0.5989186472602607, 'model__max_samples': 0.8058603731171761, 'model__n_estimators': 294}",0.5989186472602607,0.8058603731171761,294.0
wdbc,RandomForest,RandomSearch,125,0.9922649466231592,0.007891199507293634,33,"{'model__max_features': 0.32295789055104174, 'model__max_samples': 0.6779863393256308, 'model__n_estimators': 185}",0.32295789055104174,0.6779863393256308,185.0
wdbc,RandomForest,BayesSearch,1,0.9917785226992354,0.008084823998957455,67,"{'model__max_features': 0.46909356296798244, 'model__max_samples': 0.8638628715886625, 'model__n_estimators': 287}",0.46909356296798244,0.8638628715886625,287.0
wdbc,RandomForest,BayesSearch,2,0.986073003150209,0.01489339512745686,125,"{'model__max_features': 0.8536495199979559, 'model__max_samples': 0.9416576386904312, 'model__n_estimators': 161}",0.8536495199979559,0.9416576386904312,161.0
wdbc,RandomForest,BayesSearch,3,0.9920400996879561,0.00841132510829469,58,"{'model__max_features': 0.5003492610710367, 'model__max_samples': 0.9593612608346885, 'model__n_estimators': 121}",0.5003492610710367,0.9593612608346885,121.0
wdbc,RandomForest,BayesSearch,4,0.9904488820881013,0.009123804898766519,106,"{'model__max_features': 0.8311563895216271, 'model__max_samples': 0.5859357806982803, 'model__n_estimators': 220}",0.8311563895216271,0.5859357806982803,220.0
wdbc,RandomForest,BayesSearch,5,0.99151075708061,0.008770129199003988,73,"{'model__max_features': 0.8195980974464558, 'model__max_samples': 0.7190145932204617, 'model__n_estimators': 205}",0.8195980974464558,0.7190145932204617,205.0
wdbc,RandomForest,BayesSearch,6,0.9907570027087219,0.008730632393844423,98,"{'model__max_features': 0.7606252161870115, 'model__max_samples': 0.9696848688013859, 'model__n_estimators': 133}",0.7606252161870115,0.9696848688013859,133.0
wdbc,RandomForest,BayesSearch,7,0.9899568848849503,0.01149233833429377,110,"{'model__max_features': 0.6553714226520847, 'model__max_samples': 0.8876821894139413, 'model__n_estimators': 172}",0.6553714226520847,0.8876821894139413,172.0
wdbc,RandomForest,BayesSearch,8,0.9915237664134722,0.008670769387551897,72,"{'model__max_features': 0.5890627609212813, 'model__max_samples': 0.9600046132186582, 'model__n_estimators': 199}",0.5890627609212813,0.9600046132186582,199.0
wdbc,RandomForest,BayesSearch,9,0.98997146425854,0.008911610602055375,109,"{'model__max_features': 0.9599301876789355, 'model__max_samples': 0.8503107223106829, 'model__n_estimators': 274}",0.9599301876789355,0.8503107223106829,274.0
wdbc,RandomForest,BayesSearch,10,0.9925944056706382,0.007301667277367967,47,"{'model__max_features': 0.10326727652926891, 'model__max_samples': 0.9089150098318758, 'model__n_estimators': 248}",0.10326727652926891,0.9089150098318758,248.0
wdbc,RandomForest,BayesSearch,11,0.9890931740564094,0.011755209639460591,118,"{'model__max_features': 0.9793217910048313, 'model__max_samples': 0.9142283399817994, 'model__n_estimators': 161}",0.9793217910048313,0.9142283399817994,161.0
wdbc,RandomForest,BayesSearch,12,0.9918397073544132,0.008475161815613448,62,"{'model__max_features': 0.5393787852116704, 'model__max_samples': 0.7903429500412451, 'model__n_estimators': 101}",0.5393787852116704,0.7903429500412451,101.0
wdbc,RandomForest,BayesSearch,13,0.9923918219690279,0.008561559045588647,48,"{'model__max_features': 0.27063511071934854, 'model__max_samples': 0.8592983635807421, 'model__n_estimators': 265}",0.27063511071934854,0.8592983635807421,265.0
wdbc,RandomForest,BayesSearch,14,0.9929169751811944,0.007289535645114462,42,"{'model__max_features': 0.1, 'model__max_samples': 0.8838482425801301, 'model__n_estimators': 299}",0.1,0.8838482425801301,299.0
wdbc,RandomForest,BayesSearch,15,0.9921651939882368,0.008803953085828488,55,"{'model__max_features': 0.23115668201758766, 'model__max_samples': 0.9995435830046975, 'model__n_estimators': 211}",0.23115668201758766,0.9995435830046975,211.0
wdbc,RandomForest,BayesSearch,16,0.9939181623388749,0.006203221907987451,30,"{'model__max_features': 0.10232841769926924, 'model__max_samples': 0.5402799399136884, 'model__n_estimators': 276}",0.10232841769926924,0.5402799399136884,276.0
wdbc,RandomForest,BayesSearch,17,0.9941072279339472,0.005909105526578369,25,"{'model__max_features': 0.1, 'model__max_samples': 0.5, 'model__n_estimators': 115}",0.1,0.5,115.0
wdbc,RandomForest,BayesSearch,18,0.990661210534129,0.008773687004370114,101,"{'model__max_features': 0.4413290748004358, 'model__max_samples': 0.5026935349218197, 'model__n_estimators': 291}",0.4413290748004358,0.5026935349218197,291.0
wdbc,RandomForest,BayesSearch,19,0.9932139611966869,0.006435024340232482,37,"{'model__max_features': 0.10019673484369988, 'model__max_samples': 0.8749771919565401, 'model__n_estimators': 265}",0.10019673484369988,0.8749771919565401,265.0
wdbc,RandomForest,BayesSearch,20,0.9904909873108402,0.011507072716824801,105,"{'model__max_features': 0.33593449729217706, 'model__max_samples': 0.9970810948691382, 'model__n_estimators': 223}",0.33593449729217706,0.9970810948691382,223.0
wdbc,RandomForest,BayesSearch,21,0.9930738843846136,0.007072005864333299,39,"{'model__max_features': 0.14207305689776656, 'model__max_samples': 0.5, 'model__n_estimators': 179}",0.14207305689776656,0.5,179.0
